,Crop,Sowing Time,Region,Min Temp,Max Temp,Soil pH,Soil Type,Min Rainfall,Max Rainfall
3836,beetroot,february,uttar pradesh,15,28,6.5,loamy soil,50,70
3837,beetroot,march,uttar pradesh,15,28,6.5,loamy soil,50,70
3838,beetroot,april,uttar pradesh,15,28,6.5,loamy soil,50,70
3839,beetroot,may,uttar pradesh,15,28,6.5,loamy soil,50,70
3840,beetroot,february,himachal pradesh,15,28,6.5,loamy soil,50,70
3841,beetroot,march,himachal pradesh,15,28,6.5,loamy soil,50,70
3842,beetroot,april,himachal pradesh,15,28,6.5,loamy soil,50,70
3843,beetroot,may,himachal pradesh,15,28,6.5,loamy soil,50,70
3844,beetroot,june,west bengal,15,28,6.5,loamy soil,50,70
3845,beetroot,july,west bengal,15,28,6.5,loamy soil,50,70
3846,beetroot,august,west bengal,15,28,6.5,loamy soil,50,70
3847,beetroot,september,west bengal,15,28,6.5,loamy soil,50,70
3848,beetroot,october,west bengal,15,28,6.5,loamy soil,50,70
3849,beetroot,november,west bengal,15,28,6.5,loamy soil,50,70
3850,beetroot,june,maharashtra,15,28,6.5,loamy soil,50,70
3851,beetroot,july,maharashtra,15,28,6.5,loamy soil,50,70
3852,beetroot,august,maharashtra,15,28,6.5,loamy soil,50,70
3853,beetroot,september,maharashtra,15,28,6.5,loamy soil,50,70
3854,beetroot,october,maharashtra,15,28,6.5,loamy soil,50,70
3855,beetroot,november,maharashtra,15,28,6.5,loamy soil,50,70
3856,beetroot,june,tamil nadu,15,28,6.5,loamy soil,50,70
3857,beetroot,july,tamil nadu,15,28,6.5,loamy soil,50,70
3858,beetroot,august,tamil nadu,15,28,6.5,loamy soil,50,70
3859,beetroot,september,tamil nadu,15,28,6.5,loamy soil,50,70
3860,beetroot,october,tamil nadu,15,28,6.5,loamy soil,50,70
3861,beetroot,november,tamil nadu,15,28,6.5,loamy soil,50,70
3862,bittergourd,july,chattisgarh,18,27,6.5,sandy soil,50,70
3863,bittergourd,june,chattisgarh,18,27,6.5,alluvial soil,50,70
3864,bittergourd,july,telangana,18,27,6.5,sandy soil,50,70
3865,bittergourd,june,telangana,18,27,6.5,alluvial soil,50,70
3866,bittergourd,july,andhra pradesh,18,27,6.5,sandy soil,50,70
3867,bittergourd,june,andhra pradesh,18,27,6.5,alluvial soil,50,70
3868,bittergourd,july,madhya pradesh,18,27,6.5,sandy soil,50,70
3869,bittergourd,june,madhya pradesh,18,27,6.5,alluvial soil,50,70
3870,bittergourd,july,odisha,18,27,6.5,sandy soil,50,70
3871,bittergourd,june,odisha,18,27,6.5,alluvial soil,50,70
3872,bittergourd,july,uttar pradesh,18,27,6.5,sandy soil,50,70
3873,bittergourd,june,uttar pradesh,18,27,6.5,alluvial soil,50,70
3874,bittergourd,july,bihar,18,27,6.5,sandy soil,50,70
3875,bittergourd,june,bihar,18,27,6.5,alluvial soil,50,70
3876,bittergourd,july,tamil nadu,18,27,6.5,sandy soil,50,70
3877,bittergourd,june,tamil nadu,18,27,6.5,alluvial soil,50,70
3878,bittergourd,july,haryana,18,27,6.5,sandy soil,50,70
3879,bittergourd,june,haryana,18,27,6.5,alluvial soil,50,70
3880,bittergourd,july,assam,18,27,6.5,sandy soil,50,70
3881,bittergourd,june,assam,18,27,6.5,alluvial soil,50,70
3882,bottlegourd,february,bihar,18,30,6.5,loamy soil,25,100
3883,bottlegourd,march,bihar,18,30,6.5,loamy soil,25,100
3884,bottlegourd,june,bihar,18,30,6.5,loamy soil,25,100
3885,bottlegourd,july,bihar,18,30,6.5,loamy soil,25,100
3886,bottlegourd,november,bihar,18,30,6.5,loamy soil,25,100
3887,bottlegourd,december,bihar,18,30,6.5,loamy soil,25,100
3888,bottlegourd,february,uttar pradesh,18,30,6.5,loamy soil,25,100
3889,bottlegourd,march,uttar pradesh,18,30,6.5,loamy soil,25,100
3890,bottlegourd,june,uttar pradesh,18,30,6.5,loamy soil,25,100
3891,bottlegourd,july,uttar pradesh,18,30,6.5,loamy soil,25,100
3892,bottlegourd,november,uttar pradesh,18,30,6.5,loamy soil,25,100
3893,bottlegourd,december,uttar pradesh,18,30,6.5,loamy soil,25,100
3894,bottlegourd,february,haryana,18,30,6.5,loamy soil,25,100
3895,bottlegourd,march,haryana,18,30,6.5,loamy soil,25,100
3896,bottlegourd,june,haryana,18,30,6.5,loamy soil,25,100
3897,bottlegourd,july,haryana,18,30,6.5,loamy soil,25,100
3898,bottlegourd,november,haryana,18,30,6.5,loamy soil,25,100
3899,bottlegourd,december,haryana,18,30,6.5,loamy soil,25,100
3900,bottlegourd,february,chhattisgarh,18,30,6.5,loamy soil,25,100
3901,bottlegourd,march,chhattisgarh,18,30,6.5,loamy soil,25,100
3902,bottlegourd,june,chhattisgarh,18,30,6.5,loamy soil,25,100
3903,bottlegourd,july,chhattisgarh,18,30,6.5,loamy soil,25,100
3904,bottlegourd,november,chhattisgarh,18,30,6.5,loamy soil,25,100
3905,bottlegourd,december,chhattisgarh,18,30,6.5,loamy soil,25,100
3906,bottlegourd,february,madhya pradesh,18,30,6.5,loamy soil,25,100
3907,bottlegourd,march,madhya pradesh,18,30,6.5,loamy soil,25,100
3908,bottlegourd,june,madhya pradesh,18,30,6.5,loamy soil,25,100
3909,bottlegourd,july,madhya pradesh,18,30,6.5,loamy soil,25,100
3910,bottlegourd,november,madhya pradesh,18,30,6.5,loamy soil,25,100
3911,bottlegourd,december,madhya pradesh,18,30,6.5,loamy soil,25,100
3912,bottlegourd,february,odisha,18,30,6.5,loamy soil,25,100
3913,bottlegourd,march,odisha,18,30,6.5,loamy soil,25,100
3914,bottlegourd,june,odisha,18,30,6.5,loamy soil,25,100
3915,bottlegourd,july,odisha,18,30,6.5,loamy soil,25,100
3916,bottlegourd,november,odisha,18,30,6.5,loamy soil,25,100
3917,bottlegourd,december,odisha,18,30,6.5,loamy soil,25,100
3918,bottlegourd,february,punjab,18,30,6.5,loamy soil,25,100
3919,bottlegourd,march,punjab,18,30,6.5,loamy soil,25,100
3920,bottlegourd,june,punjab,18,30,6.5,loamy soil,25,100
3921,bottlegourd,july,punjab,18,30,6.5,loamy soil,25,100
3922,bottlegourd,november,punjab,18,30,6.5,loamy soil,25,100
3923,bottlegourd,december,punjab,18,30,6.5,loamy soil,25,100
3924,bottlegourd,february,telangana,18,30,6.5,loamy soil,25,100
3925,bottlegourd,march,telangana,18,30,6.5,loamy soil,25,100
3926,bottlegourd,june,telangana,18,30,6.5,loamy soil,25,100
3927,bottlegourd,july,telangana,18,30,6.5,loamy soil,25,100
3928,bottlegourd,november,telangana,18,30,6.5,loamy soil,25,100
3929,bottlegourd,december,telangana,18,30,6.5,loamy soil,25,100
3930,bottlegourd,february,assam,18,30,6.5,loamy soil,25,100
3931,bottlegourd,march,assam,18,30,6.5,loamy soil,25,100
3932,bottlegourd,june,assam,18,30,6.5,loamy soil,25,100
3933,bottlegourd,july,assam,18,30,6.5,loamy soil,25,100
3934,bottlegourd,november,assam,18,30,6.5,loamy soil,25,100
3935,bottlegourd,december,assam,18,30,6.5,loamy soil,25,100
3936,bottlegourd,february,tripura,18,30,6.5,loamy soil,25,100
3937,bottlegourd,march,tripura,18,30,6.5,loamy soil,25,100
3938,bottlegourd,june,tripura,18,30,6.5,loamy soil,25,100
3939,bottlegourd,july,tripura,18,30,6.5,loamy soil,25,100
3940,bottlegourd,november,tripura,18,30,6.5,loamy soil,25,100
3941,bottlegourd,december,tripura,18,30,6.5,loamy soil,25,100
3942,bottlegourd,february,maharashtra,18,30,6.5,loamy soil,25,100
3943,bottlegourd,march,maharashtra,18,30,6.5,loamy soil,25,100
3944,bottlegourd,june,maharashtra,18,30,6.5,loamy soil,25,100
3945,bottlegourd,july,maharashtra,18,30,6.5,loamy soil,25,100
3946,bottlegourd,november,maharashtra,18,30,6.5,loamy soil,25,100
3947,bottlegourd,december,maharashtra,18,30,6.5,loamy soil,25,100
3948,bottlegourd,february,jammu kashmir,18,30,6.5,loamy soil,25,100
3949,bottlegourd,march,jammu kashmir,18,30,6.5,loamy soil,25,100
3950,bottlegourd,june,jammu kashmir,18,30,6.5,loamy soil,25,100
3951,bottlegourd,july,jammu kashmir,18,30,6.5,loamy soil,25,100
3952,bottlegourd,november,jammu kashmir,18,30,6.5,loamy soil,25,100
3953,bottlegourd,december,jammu kashmir,18,30,6.5,loamy soil,25,100
3954,bottlegourd,february,andhra pradesh,18,30,6.5,loamy soil,25,100
3955,bottlegourd,march,andhra pradesh,18,30,6.5,loamy soil,25,100
3956,bottlegourd,june,andhra pradesh,18,30,6.5,loamy soil,25,100
3957,bottlegourd,july,andhra pradesh,18,30,6.5,loamy soil,25,100
3958,bottlegourd,november,andhra pradesh,18,30,6.5,loamy soil,25,100
3959,bottlegourd,december,andhra pradesh,18,30,6.5,loamy soil,25,100
3960,broccoli,august,jharkhand,18,23,6,well-drained deep soil,90,120
3961,broccoli,september,jharkhand,18,23,6,well-drained deep soil,90,120
3962,broccoli,october,jharkhand,18,23,6,well-drained deep soil,90,120
3963,broccoli,september,gujrat,18,23,6,well-drained deep soil,90,120
3964,broccoli,october,gujrat,18,23,6,well-drained deep soil,90,120
3965,cabbage,october,west bengal,15,21,5.5,clay soil,38,50
3966,cabbage,november,west bengal,15,21,5.5,clay soil,38,50
3967,cabbage,july,west bengal,15,21,5.5,clay soil,38,50
3968,cabbage,august,west bengal,15,21,5.5,clay soil,38,50
3969,cabbage,january,west bengal,15,21,5.5,clay soil,38,50
3970,cabbage,february,west bengal,15,21,5.5,clay soil,38,50
3971,cabbage,october,odisha,15,21,5.5,clay soil,38,50
3972,cabbage,november,odisha,15,21,5.5,clay soil,38,50
3973,cabbage,july,odisha,15,21,5.5,clay soil,38,50
3974,cabbage,august,odisha,15,21,5.5,clay soil,38,50
3975,cabbage,january,odisha,15,21,5.5,clay soil,38,50
3976,cabbage,february,odisha,15,21,5.5,clay soil,38,50
3977,cabbage,october,assam,15,21,5.5,clay soil,38,50
3978,cabbage,november,assam,15,21,5.5,clay soil,38,50
3979,cabbage,july,assam,15,21,5.5,clay soil,38,50
3980,cabbage,august,assam,15,21,5.5,clay soil,38,50
3981,cabbage,january,assam,15,21,5.5,clay soil,38,50
3982,cabbage,february,assam,15,21,5.5,clay soil,38,50
3983,cabbage,october,bihar,15,21,5.5,clay soil,38,50
3984,cabbage,november,bihar,15,21,5.5,clay soil,38,50
3985,cabbage,july,bihar,15,21,5.5,clay soil,38,50
3986,cabbage,august,bihar,15,21,5.5,clay soil,38,50
3987,cabbage,january,bihar,15,21,5.5,clay soil,38,50
3988,cabbage,february,bihar,15,21,5.5,clay soil,38,50
3989,cabbage,october,jharkhand,15,21,5.5,clay soil,38,50
3990,cabbage,november,jharkhand,15,21,5.5,clay soil,38,50
3991,cabbage,july,jharkhand,15,21,5.5,clay soil,38,50
3992,cabbage,august,jharkhand,15,21,5.5,clay soil,38,50
3993,cabbage,january,jharkhand,15,21,5.5,clay soil,38,50
3994,cabbage,february,jharkhand,15,21,5.5,clay soil,38,50
3995,cabbage,october,haryana,15,21,5.5,clay soil,38,50
3996,cabbage,november,haryana,15,21,5.5,clay soil,38,50
3997,cabbage,july,haryana,15,21,5.5,clay soil,38,50
3998,cabbage,august,haryana,15,21,5.5,clay soil,38,50
3999,cabbage,january,haryana,15,21,5.5,clay soil,38,50
4000,cabbage,february,haryana,15,21,5.5,clay soil,38,50
4001,cabbage,october,uttar pradesh,15,21,5.5,clay soil,38,50
4002,cabbage,november,uttar pradesh,15,21,5.5,clay soil,38,50
4003,cabbage,july,uttar pradesh,15,21,5.5,clay soil,38,50
4004,cabbage,august,uttar pradesh,15,21,5.5,clay soil,38,50
4005,cabbage,january,uttar pradesh,15,21,5.5,clay soil,38,50
4006,cabbage,february,uttar pradesh,15,21,5.5,clay soil,38,50
4007,cabbage,october,gujrat,15,21,5.5,clay soil,38,50
4008,cabbage,november,gujrat,15,21,5.5,clay soil,38,50
4009,cabbage,october,maharashtra,15,21,5.5,clay soil,38,50
4010,cabbage,november,maharashtra,15,21,5.5,clay soil,38,50
4011,cabbage,october,karnataka,15,21,5.5,clay soil,38,50
4012,cabbage,november,karnataka,15,21,5.5,clay soil,38,50
4013,capsicum,august,tamil nadu,21,25,5.5,clay soil,62,150
4014,capsicum,november,tamil nadu,21,25,5.5,clay soil,62,150
4015,capsicum,august,karnataka,21,25,5.5,clay soil,62,150
4016,capsicum,november,karnataka,21,25,5.5,clay soil,62,150
4017,capsicum,august,west bengal,21,25,5.5,clay soil,62,150
4018,capsicum,november,west bengal,21,25,5.5,clay soil,62,150
4019,capsicum,march,west bengal,21,25,5.5,clay soil,62,150
4020,capsicum,april,west bengal,21,25,5.5,clay soil,62,150
4021,capsicum,september,west bengal,21,25,5.5,clay soil,62,150
4022,capsicum,october,west bengal,21,25,5.5,clay soil,62,150
4023,capsicum,august,assam,21,25,5.5,clay soil,62,150
4024,capsicum,november,assam,21,25,5.5,clay soil,62,150
4025,capsicum,march,assam,21,25,5.5,clay soil,62,150
4026,capsicum,april,assam,21,25,5.5,clay soil,62,150
4027,capsicum,september,assam,21,25,5.5,clay soil,62,150
4028,capsicum,october,assam,21,25,5.5,clay soil,62,150
4029,capsicum,august,uttar pradesh,21,25,5.5,clay soil,62,150
4030,capsicum,november,uttar pradesh,21,25,5.5,clay soil,62,150
4031,capsicum,march,uttar pradesh,21,25,5.5,clay soil,62,150
4032,capsicum,april,uttar pradesh,21,25,5.5,clay soil,62,150
4033,capsicum,september,uttar pradesh,21,25,5.5,clay soil,62,150
4034,capsicum,october,uttar pradesh,21,25,5.5,clay soil,62,150
4035,capsicum,august,uttarakhand,21,25,5.5,clay soil,62,150
4036,capsicum,november,uttarakhand,21,25,5.5,clay soil,62,150
4037,capsicum,march,uttarakhand,21,25,5.5,clay soil,62,150
4038,capsicum,april,uttarakhand,21,25,5.5,clay soil,62,150
4039,capsicum,september,uttarakhand,21,25,5.5,clay soil,62,150
4040,capsicum,october,uttarakhand,21,25,5.5,clay soil,62,150
4041,capsicum,august,himachal pradesh,21,25,5.5,clay soil,62,150
4042,capsicum,november,himachal pradesh,21,25,5.5,clay soil,62,150
4043,capsicum,march,himachal pradesh,21,25,5.5,clay soil,62,150
4044,capsicum,april,himachal pradesh,21,25,5.5,clay soil,62,150
4045,capsicum,september,himachal pradesh,21,25,5.5,clay soil,62,150
4046,capsicum,october,himachal pradesh,21,25,5.5,clay soil,62,150
4047,capsicum,august,punjab,21,25,5.5,clay soil,62,150
4048,capsicum,november,punjab,21,25,5.5,clay soil,62,150
4049,capsicum,march,punjab,21,25,5.5,clay soil,62,150
4050,capsicum,april,punjab,21,25,5.5,clay soil,62,150
4051,capsicum,september,punjab,21,25,5.5,clay soil,62,150
4052,capsicum,october,punjab,21,25,5.5,clay soil,62,150
4053,capsicum,yearlong,punjab,21,25,5.5,clay soil,62,150
4054,capsicum,august,maharashtra,21,25,5.5,clay soil,62,150
4055,capsicum,november,maharashtra,21,25,5.5,clay soil,62,150
4056,capsicum,august,goa,21,25,5.5,clay soil,62,150
4057,capsicum,november,goa,21,25,5.5,clay soil,62,150
4058,capsicum,august,gujrat,21,25,5.5,clay soil,62,150
4059,capsicum,november,gujrat,21,25,5.5,clay soil,62,150
4060,capsicum,august,andhra pradesh,21,25,5.5,clay soil,62,150
4061,capsicum,november,andhra pradesh,21,25,5.5,clay soil,62,150
4062,capsicum,august,kerala,21,25,5.5,clay soil,62,150
4063,capsicum,november,kerala,21,25,5.5,clay soil,62,150
4064,carrot,august,haryana,7,25,5.5,loamy soil,75,100
4065,carrot,september,haryana,7,25,5.5,loamy soil,75,100
4066,carrot,october,haryana,7,25,5.5,loamy soil,75,100
4067,carrot,november,haryana,7,25,5.5,loamy soil,75,100
4068,carrot,august,uttar pradesh,7,25,5.5,loamy soil,75,100
4069,carrot,september,uttar pradesh,7,25,5.5,loamy soil,75,100
4070,carrot,october,uttar pradesh,7,25,5.5,loamy soil,75,100
4071,carrot,november,uttar pradesh,7,25,5.5,loamy soil,75,100
4072,carrot,august,punjab,7,25,5.5,loamy soil,75,100
4073,carrot,september,punjab,7,25,5.5,loamy soil,75,100
4074,carrot,october,punjab,7,25,5.5,loamy soil,75,100
4075,carrot,november,punjab,7,25,5.5,loamy soil,75,100
4076,carrot,august,tamil nadu,7,25,5.5,loamy soil,75,100
4077,carrot,september,tamil nadu,7,25,5.5,loamy soil,75,100
4078,carrot,october,tamil nadu,7,25,5.5,loamy soil,75,100
4079,carrot,november,tamil nadu,7,25,5.5,loamy soil,75,100
4080,carrot,august,karnataka,7,25,5.5,loamy soil,75,100
4081,carrot,september,karnataka,7,25,5.5,loamy soil,75,100
4082,carrot,october,karnataka,7,25,5.5,loamy soil,75,100
4083,carrot,november,karnataka,7,25,5.5,loamy soil,75,100
4084,carrot,august,assam,7,25,5.5,loamy soil,75,100
4085,carrot,september,assam,7,25,5.5,loamy soil,75,100
4086,carrot,october,assam,7,25,5.5,loamy soil,75,100
4087,carrot,november,assam,7,25,5.5,loamy soil,75,100
4088,carrot,august,bihar,7,25,5.5,loamy soil,75,100
4089,carrot,september,bihar,7,25,5.5,loamy soil,75,100
4090,carrot,october,bihar,7,25,5.5,loamy soil,75,100
4091,carrot,november,bihar,7,25,5.5,loamy soil,75,100
4092,carrot,august,madhya pradesh,7,25,5.5,loamy soil,75,100
4093,carrot,september,madhya pradesh,7,25,5.5,loamy soil,75,100
4094,carrot,october,madhya pradesh,7,25,5.5,loamy soil,75,100
4095,carrot,november,madhya pradesh,7,25,5.5,loamy soil,75,100
4096,carrot,august,andhra pradesh,7,25,5.5,loamy soil,75,100
4097,carrot,september,andhra pradesh,7,25,5.5,loamy soil,75,100
4098,carrot,october,andhra pradesh,7,25,5.5,loamy soil,75,100
4099,carrot,november,andhra pradesh,7,25,5.5,loamy soil,75,100
4100,carrot,august,telangana,7,25,5.5,loamy soil,75,100
4101,carrot,september,telangana,7,25,5.5,loamy soil,75,100
4102,carrot,october,telangana,7,25,5.5,loamy soil,75,100
4103,carrot,november,telangana,7,25,5.5,loamy soil,75,100
4104,carrot,august,jammu kashmir,7,25,5.5,loamy soil,75,100
4105,carrot,september,jammu kashmir,7,25,5.5,loamy soil,75,100
4106,carrot,october,jammu kashmir,7,25,5.5,loamy soil,75,100
4107,carrot,november,jammu kashmir,7,25,5.5,loamy soil,75,100
4108,carrot,august,chhattisgarh,7,25,5.5,loamy soil,75,100
4109,carrot,september,chhattisgarh,7,25,5.5,loamy soil,75,100
4110,carrot,october,chhattisgarh,7,25,5.5,loamy soil,75,100
4111,carrot,november,chhattisgarh,7,25,5.5,loamy soil,75,100
4112,carrot,august,meghalaya,7,25,5.5,loamy soil,75,100
4113,carrot,september,meghalaya,7,25,5.5,loamy soil,75,100
4114,carrot,october,meghalaya,7,25,5.5,loamy soil,75,100
4115,carrot,november,meghalaya,7,25,5.5,loamy soil,75,100
4116,carrot,august,kerala,7,25,5.5,loamy soil,75,100
4117,carrot,september,kerala,7,25,5.5,loamy soil,75,100
4118,carrot,october,kerala,7,25,5.5,loamy soil,75,100
4119,carrot,november,kerala,7,25,5.5,loamy soil,75,100
4120,carrot,august,maharashtra,7,25,5.5,loamy soil,75,100
4121,carrot,september,maharashtra,7,25,5.5,loamy soil,75,100
4122,carrot,october,maharashtra,7,25,5.5,loamy soil,75,100
4123,carrot,november,maharashtra,7,25,5.5,loamy soil,75,100
4124,cauliflower,october,west bengal,15,20,5.75,clay soil,12,18
4125,cauliflower,november,west bengal,15,20,5.75,clay soil,12,18
4126,cauliflower,july,west bengal,15,20,5.75,clay soil,12,18
4127,cauliflower,august,west bengal,15,20,5.75,clay soil,12,18
4128,cauliflower,january,west bengal,15,20,5.75,clay soil,12,18
4129,cauliflower,february,west bengal,15,20,5.75,clay soil,12,18
4130,cauliflower,october,odisha,15,20,5.75,clay soil,12,18
4131,cauliflower,november,odisha,15,20,5.75,clay soil,12,18
4132,cauliflower,july,odisha,15,20,5.75,clay soil,12,18
4133,cauliflower,august,odisha,15,20,5.75,clay soil,12,18
4134,cauliflower,january,odisha,15,20,5.75,clay soil,12,18
4135,cauliflower,february,odisha,15,20,5.75,clay soil,12,18
4136,cauliflower,october,assam,15,20,5.75,clay soil,12,18
4137,cauliflower,november,assam,15,20,5.75,clay soil,12,18
4138,cauliflower,july,assam,15,20,5.75,clay soil,12,18
4139,cauliflower,august,assam,15,20,5.75,clay soil,12,18
4140,cauliflower,january,assam,15,20,5.75,clay soil,12,18
4141,cauliflower,february,assam,15,20,5.75,clay soil,12,18
4142,cauliflower,october,bihar,15,20,5.75,clay soil,12,18
4143,cauliflower,november,bihar,15,20,5.75,clay soil,12,18
4144,cauliflower,july,bihar,15,20,5.75,clay soil,12,18
4145,cauliflower,august,bihar,15,20,5.75,clay soil,12,18
4146,cauliflower,january,bihar,15,20,5.75,clay soil,12,18
4147,cauliflower,february,bihar,15,20,5.75,clay soil,12,18
4148,cauliflower,october,madhya pradesh,15,20,5.75,clay soil,12,18
4149,cauliflower,november,madhya pradesh,15,20,5.75,clay soil,12,18
4150,cauliflower,july,madhya pradesh,15,20,5.75,clay soil,12,18
4151,cauliflower,august,madhya pradesh,15,20,5.75,clay soil,12,18
4152,cauliflower,january,madhya pradesh,15,20,5.75,clay soil,12,18
4153,cauliflower,october,haryana,15,20,5.75,clay soil,12,18
4154,cauliflower,november,haryana,15,20,5.75,clay soil,12,18
4155,cauliflower,july,haryana,15,20,5.75,clay soil,12,18
4156,cauliflower,august,haryana,15,20,5.75,clay soil,12,18
4157,cauliflower,january,haryana,15,20,5.75,clay soil,12,18
4158,cauliflower,february,haryana,15,20,5.75,clay soil,12,18
4159,cauliflower,october,gujrat,15,20,5.75,clay soil,12,18
4160,cauliflower,november,gujrat,15,20,5.75,clay soil,12,18
4161,cauliflower,october,maharashtra,15,20,5.75,clay soil,12,18
4162,cauliflower,november,maharashtra,15,20,5.75,clay soil,12,18
4163,cauliflower,october,karnataka,15,20,5.75,clay soil,12,18
4164,cauliflower,november,karnataka,15,20,5.75,clay soil,12,18
4165,celery,september,punjab,15,25,6,loamy soil,100,120
4166,celery,october,punjab,15,25,6,loamy soil,100,120
4167,celery,september,uttar pradesh,15,25,6,loamy soil,100,120
4168,celery,october,uttar pradesh,15,25,6,loamy soil,100,120
4169,celery,september,haryana,15,25,6,loamy soil,100,120
4170,celery,october,haryana,15,25,6,loamy soil,100,120
4171,celery,september,uttarakhand,15,25,6,loamy soil,100,120
4172,celery,october,uttarakhand,15,25,6,loamy soil,100,120
4173,celery,september,himachal pradesh,15,25,6,loamy soil,100,120
4174,celery,october,himachal pradesh,15,25,6,loamy soil,100,120
4175,celery,september,maharashtra,15,25,6,loamy soil,100,120
4176,celery,october,maharashtra,15,25,6,loamy soil,100,120
4177,celery,january,maharashtra,15,25,6,loamy soil,100,120
4178,celery,february,maharashtra,15,25,6,loamy soil,100,120
4179,celery,march,maharashtra,15,25,6,loamy soil,100,120
4180,celery,september,karnataka,15,25,6,loamy soil,100,120
4181,celery,october,karnataka,15,25,6,loamy soil,100,120
4182,celery,january,karnataka,15,25,6,loamy soil,100,120
4183,celery,february,karnataka,15,25,6,loamy soil,100,120
4184,celery,march,karnataka,15,25,6,loamy soil,100,120
4185,celery,september,tamil nadu,15,25,6,loamy soil,100,120
4186,celery,october,tamil nadu,15,25,6,loamy soil,100,120
4187,celery,january,tamil nadu,15,25,6,loamy soil,100,120
4188,celery,february,tamil nadu,15,25,6,loamy soil,100,120
4189,celery,march,tamil nadu,15,25,6,loamy soil,100,120
4190,celery,september,kerala,15,25,6,loamy soil,100,120
4191,celery,october,kerala,15,25,6,loamy soil,100,120
4192,celery,january,kerala,15,25,6,loamy soil,100,120
4193,celery,february,kerala,15,25,6,loamy soil,100,120
4194,celery,march,kerala,15,25,6,loamy soil,100,120
4195,coriander,august,andhra pradesh,10,30,7,clay soil,75,100
4196,coriander,september,andhra pradesh,10,30,7,clay soil,75,100
4197,coriander,october,andhra pradesh,10,30,7,clay soil,75,100
4198,coriander,november,andhra pradesh,10,30,7,clay soil,75,100
4199,coriander,june,tamil nadu,10,30,7,clay soil,75,100
4200,coriander,july,tamil nadu,10,30,7,clay soil,75,100
4201,coriander,october,tamil nadu,10,30,7,clay soil,75,100
4202,coriander,november,tamil nadu,10,30,7,clay soil,75,100
4203,coriander,june,karnataka,10,30,7,clay soil,75,100
4204,coriander,july,karnataka,10,30,7,clay soil,75,100
4205,coriander,october,karnataka,10,30,7,clay soil,75,100
4206,coriander,november,karnataka,10,30,7,clay soil,75,100
4207,coriander,august,rajasthan,10,30,7,clay soil,75,100
4208,coriander,september,rajasthan,10,30,7,clay soil,75,100
4209,coriander,october,rajasthan,10,30,7,clay soil,75,100
4210,coriander,november,rajasthan,10,30,7,clay soil,75,100
4211,coriander,august,madhya pradesh,10,30,7,clay soil,75,100
4212,coriander,september,madhya pradesh,10,30,7,clay soil,75,100
4213,coriander,october,madhya pradesh,10,30,7,clay soil,75,100
4214,coriander,november,madhya pradesh,10,30,7,clay soil,75,100
4215,coriander,august,gujrat,10,30,7,clay soil,75,100
4216,coriander,september,gujrat,10,30,7,clay soil,75,100
4217,coriander,october,gujrat,10,30,7,clay soil,75,100
4218,coriander,november,gujrat,10,30,7,clay soil,75,100
4219,coriander,august,assam,10,30,7,clay soil,75,100
4220,coriander,september,assam,10,30,7,clay soil,75,100
4221,coriander,october,assam,10,30,7,clay soil,75,100
4222,coriander,november,assam,10,30,7,clay soil,75,100
4223,drumstick,june,tamil nadu,25,30,6.2,loamy soil,25,65
4224,drumstick,july,tamil nadu,25,30,6.2,loamy soil,25,65
4225,drumstick,january,tamil nadu,25,30,6.2,loamy soil,25,65
4226,drumstick,june,andhra pradesh,25,30,6.2,loamy soil,25,65
4227,drumstick,july,andhra pradesh,25,30,6.2,loamy soil,25,65
4228,drumstick,january,andhra pradesh,25,30,6.2,loamy soil,25,65
4229,drumstick,june,karnataka,25,30,6.2,loamy soil,25,65
4230,drumstick,july,karnataka,25,30,6.2,loamy soil,25,65
4231,drumstick,january,karnataka,25,30,6.2,loamy soil,25,65
4232,drumstick,june,maharashtra,25,30,6.2,loamy soil,25,65
4233,drumstick,july,maharashtra,25,30,6.2,loamy soil,25,65
4234,drumstick,january,maharashtra,25,30,6.2,loamy soil,25,65
4235,drumstick,june,kerala,25,30,6.2,loamy soil,25,65
4236,drumstick,july,kerala,25,30,6.2,loamy soil,25,65
4237,drumstick,january,kerala,25,30,6.2,loamy soil,25,65
4238,drumstick,june,odisha,25,30,6.2,loamy soil,25,65
4239,drumstick,july,odisha,25,30,6.2,loamy soil,25,65
4240,drumstick,january,odisha,25,30,6.2,loamy soil,25,65
4241,drumstick,june,punjab,25,30,6.2,loamy soil,25,65
4242,drumstick,july,punjab,25,30,6.2,loamy soil,25,65
4243,drumstick,january,punjab,25,30,6.2,loamy soil,25,65
4244,drumstick,june,gujrat,25,30,6.2,loamy soil,25,65
4245,drumstick,july,gujrat,25,30,6.2,loamy soil,25,65
4246,drumstick,january,gujrat,25,30,6.2,loamy soil,25,65
4247,drumstick,june,madhya pradesh,25,30,6.2,loamy soil,25,65
4248,drumstick,july,madhya pradesh,25,30,6.2,loamy soil,25,65
4249,drumstick,january,madhya pradesh,25,30,6.2,loamy soil,25,65
4250,drumstick,june,uttar pradesh,25,30,6.2,loamy soil,25,65
4251,drumstick,july,uttar pradesh,25,30,6.2,loamy soil,25,65
4252,drumstick,january,uttar pradesh,25,30,6.2,loamy soil,25,65
4253,eggplant,june,west bengal,13,21,6.5,loamy soil,60,100
4254,eggplant,july,west bengal,13,21,6.5,loamy soil,60,100
4255,eggplant,october,west bengal,13,21,6.5,loamy soil,60,100
